epoch,best_tr_pred1,best_va_pred1,train_loss,train_pred1,valid_loss,valid_pred1
0,0.8249999930461248,0.6666666666666666,0.8380939761797587,0.8249999930461248,0.9113717277844747,0.6666666666666666
1,0.8333333233992258,0.8333333333333334,0.7326282411813736,0.8333333233992258,0.6942986647288004,0.8333333333333334
2,0.9416666577259699,0.8333333333333334,0.6085901161034902,0.9416666577259699,0.6763282616933187,0.8333333333333334
3,0.9416666577259699,0.8333333333333334,0.7239866902430853,0.8249999980131785,0.8857451876004537,0.6666666666666666
4,0.9416666626930237,0.9333333174387614,0.6191196491320928,0.9416666626930237,0.6001551151275635,0.9333333174387614
5,0.9416666626930237,0.9666666587193807,0.6082578351100286,0.9333333323399226,0.5828134218851725,0.9666666587193807
6,0.9416666626930237,0.9666666587193807,0.6543189535538355,0.8999999860922495,0.7105227708816528,0.8333333333333334
7,0.9416666626930237,0.9666666587193807,0.6101588358481725,0.9416666626930237,0.6879945198694865,0.8333333134651184
8,0.9416666626930237,1.0,0.6410744537909826,0.9083333164453506,0.5531261563301086,1.0
9,0.9416666626930237,1.0,0.6191478967666626,0.9333333273728689,0.5965724190076193,0.9333333373069763
10,0.9749999940395355,1.0,0.5817305246988932,0.9749999940395355,0.5543408989906311,1.0
11,0.9749999940395355,1.0,0.6026011059681574,0.9499999930461248,0.6232134103775024,0.9333333373069763
12,0.9749999940395355,1.0,0.6140624433755875,0.9333333273728689,0.585960845152537,0.9666666587193807
13,0.9749999940395355,1.0,0.5839021106561025,0.9749999940395355,0.5526815056800842,1.0
14,0.9749999940395355,1.0,0.5826134781042734,0.9666666636864344,0.5522087415059408,1.0
15,0.9749999940395355,1.0,0.5835740069548289,0.9749999940395355,0.555138369401296,1.0
16,0.9749999940395355,1.0,0.5765257726113001,0.9749999940395355,0.5571445027987162,1.0
17,0.9833333293596903,1.0,0.5755323320627213,0.9833333293596903,0.5524795254071554,1.0
18,0.9833333293596903,1.0,0.596557229757309,0.9499999930461248,0.5528406103452047,1.0
19,0.9833333293596903,1.0,0.5863966296116511,0.9666666587193807,0.5833911101023356,0.9666666587193807
20,0.9833333293596903,1.0,0.5790681391954422,0.9749999940395355,0.5528480410575867,1.0
21,0.9833333293596903,1.0,0.5918700993061066,0.9583333233992258,0.5519551237424215,1.0
22,0.9833333293596903,1.0,0.5929927676916122,0.9583333233992258,0.589273730913798,0.9666666587193807
23,0.9833333293596903,1.0,0.5956718921661377,0.9499999930461248,0.552134374777476,1.0
24,0.9833333293596903,1.0,0.5848332196474075,0.9666666587193807,0.5518948237101237,1.0
25,0.9833333293596903,1.0,0.5891605665286382,0.9583333233992258,0.5541813373565674,1.0
26,0.9833333293596903,1.0,0.5773310313622156,0.9749999940395355,0.5521192948023478,1.0
27,0.9833333293596903,1.0,0.5817470053831736,0.9666666587193807,0.5518161257108053,1.0
28,0.9833333293596903,1.0,0.5787413616975149,0.9749999940395355,0.5724273721377054,0.9666666587193807
29,0.9833333293596903,1.0,0.5795770436525345,0.9583333333333334,0.551798939704895,1.0
30,0.9833333293596903,1.0,0.5841484814882278,0.9666666636864344,0.5518330732981364,1.0
31,0.9833333293596903,1.0,0.5779739965995153,0.9749999990065893,0.552787721157074,1.0
32,0.9833333293596903,1.0,0.580695112546285,0.9666666587193807,0.5517873962720236,1.0
33,0.9833333293596903,1.0,0.5721853226423264,0.9833333293596903,0.5531939665476481,1.0
34,0.9833333293596903,1.0,0.5819260875384012,0.9583333283662796,0.5519644816716512,1.0
35,0.9833333293596903,1.0,0.573032890756925,0.9833333293596903,0.551741898059845,1.0
36,0.9833333293596903,1.0,0.5729160408178965,0.9833333293596903,0.5519471764564514,1.0
37,0.9833333293596903,1.0,0.5728775908549627,0.9833333293596903,0.5517177184422811,1.0
38,0.9833333293596903,1.0,0.5743987460931143,0.9749999940395355,0.5520201524098715,1.0
39,0.9833333293596903,1.0,0.5726870248715082,0.9749999940395355,0.5517297983169556,1.0
40,0.9833333293596903,1.0,0.5723438014586767,0.9833333293596903,0.5518514315287272,1.0
41,0.9833333293596903,1.0,0.5736848463614782,0.9749999940395355,0.5521108508110046,1.0
42,0.9833333293596903,1.0,0.5717417250076929,0.9833333293596903,0.5518096089363098,1.0
43,0.9833333293596903,1.0,0.5720773041248322,0.9833333293596903,0.5517720977465311,1.0
44,0.9833333293596903,1.0,0.5731881161530813,0.9833333293596903,0.5519729653994242,1.0
45,0.9833333293596903,1.0,0.5721285988887151,0.9833333293596903,0.5516976912816366,1.0
46,0.9833333293596903,1.0,0.5722521394491196,0.9833333293596903,0.5519088904062907,1.0
47,0.9833333293596903,1.0,0.5724738339583079,0.9749999990065893,0.5519476532936096,1.0
48,0.9833333293596903,1.0,0.5723906109730402,0.9833333293596903,0.5520305832227071,1.0
49,0.9833333293596903,1.0,0.5723976145188013,0.9833333293596903,0.5517244338989258,1.0
